_id,ngay,giai,so,basocuoi,haisocuoi,chanle,createdAt,updatedAt,__v,date_obj
691898a8deab5375d2967019,21/04/2023,G4c,9419,419,19,CLL,2025-11-15 15:13:44.688,2025-11-15 15:13:44.688,0,2023-04-21
691898a8deab5375d2967025,21/04/2023,G5c,4691,691,91,CLL,2025-11-15 15:13:44.974,2025-11-15 15:13:44.974,0,2023-04-21
691898a9deab5375d2967028,21/04/2023,G5d,4875,875,75,CLL,2025-11-15 15:13:45.046,2025-11-15 15:13:45.046,0,2023-04-21
691898a8deab5375d2967022,21/04/2023,G5b,7719,719,19,LLL,2025-11-15 15:13:44.903,2025-11-15 15:13:44.903,0,2023-04-21
691898a6deab5375d2966fc5,22/04/2023,G4b,5271,271,71,CLL,2025-11-15 15:13:42.673,2025-11-15 15:13:42.673,0,2023-04-22
691898a5deab5375d2966fa4,22/04/2023,ĐB,64652,652,52,CLC,2025-11-15 15:13:41.885,2025-11-15 15:13:41.885,0,2023-04-22
691898a5deab5375d2966fa7,22/04/2023,G1,14539,539,39,LLL,2025-11-15 15:13:41.956,2025-11-15 15:13:41.956,0,2023-04-22
691898a6deab5375d2966faa,22/04/2023,G2a,92652,652,52,CLC,2025-11-15 15:13:42.028,2025-11-15 15:13:42.028,0,2023-04-22
691898a6deab5375d2966fb0,22/04/2023,G3a,95663,663,63,CCL,2025-11-15 15:13:42.172,2025-11-15 15:13:42.172,0,2023-04-22
691898a6deab5375d2966fb3,22/04/2023,G3b,75831,831,31,CLL,2025-11-15 15:13:42.243,2025-11-15 15:13:42.243,0,2023-04-22
691898a6deab5375d2966fb6,22/04/2023,G3c,78042,042,42,CCC,2025-11-15 15:13:42.316,2025-11-15 15:13:42.316,0,2023-04-22
691898a6deab5375d2966fb9,22/04/2023,G3d,71169,169,69,LCL,2025-11-15 15:13:42.387,2025-11-15 15:13:42.387,0,2023-04-22
691898a6deab5375d2966fbc,22/04/2023,G3e,20553,553,53,LLL,2025-11-15 15:13:42.458,2025-11-15 15:13:42.458,0,2023-04-22
691898a6deab5375d2966fbf,22/04/2023,G3f,16952,952,52,LLC,2025-11-15 15:13:42.530,2025-11-15 15:13:42.530,0,2023-04-22
691898a6deab5375d2966fc2,22/04/2023,G4a,1443,443,43,CCL,2025-11-15 15:13:42.602,2025-11-15 15:13:42.602,0,2023-04-22
691898a6deab5375d2966fad,22/04/2023,G2b,95297,297,97,CLL,2025-11-15 15:13:42.100,2025-11-15 15:13:42.100,0,2023-04-22
691898a6deab5375d2966fc8,22/04/2023,G4c,6924,924,24,LCC,2025-11-15 15:13:42.745,2025-11-15 15:13:42.745,0,2023-04-22
691898a6deab5375d2966fce,22/04/2023,G5a,1177,177,77,LLL,2025-11-15 15:13:42.888,2025-11-15 15:13:42.888,0,2023-04-22
691898a6deab5375d2966fcb,22/04/2023,G4d,9301,301,01,LCL,2025-11-15 15:13:42.817,2025-11-15 15:13:42.817,0,2023-04-22
691898a7deab5375d2966fef,22/04/2023,G7c,41,41,41,,2025-11-15 15:13:43.680,2025-11-15 15:13:43.680,0,2023-04-22
691898a7deab5375d2966fec,22/04/2023,G7b,97,97,97,,2025-11-15 15:13:43.608,2025-11-15 15:13:43.608,0,2023-04-22
691898a7deab5375d2966fe9,22/04/2023,G7a,23,23,23,,2025-11-15 15:13:43.536,2025-11-15 15:13:43.536,0,2023-04-22
691898a7deab5375d2966fe6,22/04/2023,G6c,234,234,34,CLC,2025-11-15 15:13:43.464,2025-11-15 15:13:43.464,0,2023-04-22
691898a7deab5375d2966fe3,22/04/2023,G6b,724,724,24,LCC,2025-11-15 15:13:43.391,2025-11-15 15:13:43.391,0,2023-04-22
691898a7deab5375d2966ff2,22/04/2023,G7d,22,22,22,,2025-11-15 15:13:43.751,2025-11-15 15:13:43.751,0,2023-04-22
691898a7deab5375d2966fdd,22/04/2023,G5f,1361,361,61,LCL,2025-11-15 15:13:43.247,2025-11-15 15:13:43.247,0,2023-04-22
691898a7deab5375d2966fda,22/04/2023,G5e,6303,303,03,LCL,2025-11-15 15:13:43.176,2025-11-15 15:13:43.176,0,2023-04-22
691898a7deab5375d2966fd7,22/04/2023,G5d,2351,351,51,LLL,2025-11-15 15:13:43.104,2025-11-15 15:13:43.104,0,2023-04-22
691898a7deab5375d2966fd4,22/04/2023,G5c,9908,908,08,LCC,2025-11-15 15:13:43.032,2025-11-15 15:13:43.032,0,2023-04-22
691898a6deab5375d2966fd1,22/04/2023,G5b,8032,032,32,CLC,2025-11-15 15:13:42.960,2025-11-15 15:13:42.960,0,2023-04-22
691898a7deab5375d2966fe0,22/04/2023,G6a,261,261,61,CCL,2025-11-15 15:13:43.319,2025-11-15 15:13:43.319,0,2023-04-22
691898a4deab5375d2966f6e,23/04/2023,G3f,33582,582,82,LCC,2025-11-15 15:13:40.587,2025-11-15 15:13:40.587,0,2023-04-23
691898a4deab5375d2966f6b,23/04/2023,G3e,28863,863,63,CCL,2025-11-15 15:13:40.515,2025-11-15 15:13:40.515,0,2023-04-23
691898a4deab5375d2966f68,23/04/2023,G3d,72042,042,42,CCC,2025-11-15 15:13:40.444,2025-11-15 15:13:40.444,0,2023-04-23
691898a4deab5375d2966f65,23/04/2023,G3c,97876,876,76,CLC,2025-11-15 15:13:40.372,2025-11-15 15:13:40.372,0,2023-04-23
691898a4deab5375d2966f62,23/04/2023,G3b,01338,338,38,LLC,2025-11-15 15:13:40.300,2025-11-15 15:13:40.300,0,2023-04-23
691898a4deab5375d2966f59,23/04/2023,G2a,89314,314,14,LLC,2025-11-15 15:13:40.084,2025-11-15 15:13:40.084,0,2023-04-23
691898a4deab5375d2966f5c,23/04/2023,G2b,26195,195,95,LLL,2025-11-15 15:13:40.156,2025-11-15 15:13:40.156,0,2023-04-23
691898a4deab5375d2966f56,23/04/2023,G1,11948,948,48,LCC,2025-11-15 15:13:40.011,2025-11-15 15:13:40.011,0,2023-04-23
691898a3deab5375d2966f53,23/04/2023,ĐB,71679,679,79,CLL,2025-11-15 15:13:39.928,2025-11-15 15:13:39.928,0,2023-04-23
691898a4deab5375d2966f71,23/04/2023,G4a,6431,431,31,CLL,2025-11-15 15:13:40.658,2025-11-15 15:13:40.658,0,2023-04-23
691898a4deab5375d2966f5f,23/04/2023,G3a,31992,992,92,LLC,2025-11-15 15:13:40.228,2025-11-15 15:13:40.228,0,2023-04-23
691898a4deab5375d2966f74,23/04/2023,G4b,1496,496,96,CLC,2025-11-15 15:13:40.730,2025-11-15 15:13:40.730,0,2023-04-23
691898a5deab5375d2966f95,23/04/2023,G6c,461,461,61,CCL,2025-11-15 15:13:41.524,2025-11-15 15:13:41.524,0,2023-04-23
691898a4deab5375d2966f7a,23/04/2023,G4d,2888,888,88,CCC,2025-11-15 15:13:40.876,2025-11-15 15:13:40.876,0,2023-04-23
691898a4deab5375d2966f77,23/04/2023,G4c,3962,962,62,LCC,2025-11-15 15:13:40.802,2025-11-15 15:13:40.802,0,2023-04-23
691898a5deab5375d2966f9b,23/04/2023,G7b,16,16,16,,2025-11-15 15:13:41.667,2025-11-15 15:13:41.667,0,2023-04-23
691898a5deab5375d2966f98,23/04/2023,G7a,06,06,06,,2025-11-15 15:13:41.596,2025-11-15 15:13:41.596,0,2023-04-23
691898a5deab5375d2966fa1,23/04/2023,G7d,35,35,35,,2025-11-15 15:13:41.811,2025-11-15 15:13:41.811,0,2023-04-23
691898a5deab5375d2966f92,23/04/2023,G6b,551,551,51,LLL,2025-11-15 15:13:41.452,2025-11-15 15:13:41.452,0,2023-04-23
691898a5deab5375d2966f8f,23/04/2023,G6a,388,388,88,LCC,2025-11-15 15:13:41.380,2025-11-15 15:13:41.380,0,2023-04-23
691898a5deab5375d2966f9e,23/04/2023,G7c,53,53,53,,2025-11-15 15:13:41.739,2025-11-15 15:13:41.739,0,2023-04-23
691898a5deab5375d2966f89,23/04/2023,G5e,8915,915,15,LLL,2025-11-15 15:13:41.237,2025-11-15 15:13:41.237,0,2023-04-23
691898a5deab5375d2966f86,23/04/2023,G5d,9739,739,39,LLL,2025-11-15 15:13:41.164,2025-11-15 15:13:41.164,0,2023-04-23
691898a5deab5375d2966f83,23/04/2023,G5c,3137,137,37,LLL,2025-11-15 15:13:41.092,2025-11-15 15:13:41.092,0,2023-04-23
